tweet_text,source_alpha_id,account,status,created_date
the aesthetic of doing the work quietly... geoDuels - I built a 100% free GeoGuessr clone in my mom's basement.,ALPHA1773994670,@drifthour,PENDING_REVIEW,2026-03-21
geoDuels - I built a 100% free GeoGuessr clone in my mom's basement. there's beauty in the process.,ALPHA1773994670,@drifthour,PENDING_REVIEW,2026-03-21
geoDuels - I built a 100% free GeoGuessr clone in my mom's basement... let that sit for a moment.,ALPHA1773994670,@drifthour,PENDING_REVIEW,2026-03-21
"geoDuels - I built a 100% free GeoGuessr clone in my mom's basement... curate your inputs, curate your outputs.",ALPHA1773994670,@drifthour,PENDING_REVIEW,2026-03-21
late night session... geoDuels - I built a 100% free GeoGuessr clone in my mom's basement. the vibe is right.,ALPHA1773994670,@drifthour,PENDING_REVIEW,2026-03-21
"CHUCK NORRIS DIES AT 86, FAMILY STATEMENT ON INSTAGRAM SAYS... let that sit for a moment.",ALPHA1773994640,@drifthour,PENDING_REVIEW,2026-03-21
"found something worth sharing... CHUCK NORRIS DIES AT 86, FAMILY STATEMENT ON INSTAGRAM SAYS.",ALPHA1773994640,@drifthour,PENDING_REVIEW,2026-03-21
"the drift... CHUCK NORRIS DIES AT 86, FAMILY STATEMENT ON INSTAGRAM SAYS. trust the process.",ALPHA1773994640,@drifthour,PENDING_REVIEW,2026-03-21
"found something worth sharing... canadian Core Retail Sales MoM Actual 0.8% (Forecast 1.2%, Previous 0.1%).",ALPHA1773994652,@drifthour,PENDING_REVIEW,2026-03-21
"canadian Core Retail Sales MoM Actual 0.8% (Forecast 1.2%, Previous 0.1%). there's beauty in the process.",ALPHA1773994652,@drifthour,PENDING_REVIEW,2026-03-21
"canadian Core Retail Sales MoM Actual 0.8% (Forecast 1.2%, Previous 0.1%)... curate your inputs, curate your outputs.",ALPHA1773994652,@drifthour,PENDING_REVIEW,2026-03-21
"the drift... canadian Core Retail Sales MoM Actual 0.8% (Forecast 1.2%, Previous 0.1%). trust the process.",ALPHA1773994652,@drifthour,PENDING_REVIEW,2026-03-21
"the aesthetic of doing the work quietly... canadian Core Retail Sales MoM Actual 0.8% (Forecast 1.2%, Previous 0.1%).",ALPHA1773994652,@drifthour,PENDING_REVIEW,2026-03-21
"canadian Retail Sales MoM Actual 1.1% (Forecast 1.5%, Previous -0.4%). there's beauty in the process.",ALPHA1773994653,@drifthour,PENDING_REVIEW,2026-03-21
"canadian Retail Sales MoM Actual 1.1% (Forecast 1.5%, Previous -0.4%)... let that sit for a moment.",ALPHA1773994653,@drifthour,PENDING_REVIEW,2026-03-21
"the drift... canadian Retail Sales MoM Actual 1.1% (Forecast 1.5%, Previous -0.4%). trust the process.",ALPHA1773994653,@drifthour,PENDING_REVIEW,2026-03-21
"late night session... canadian Retail Sales MoM Actual 1.1% (Forecast 1.5%, Previous -0.4%). the vibe is right.",ALPHA1773994653,@drifthour,PENDING_REVIEW,2026-03-21
"residents exiting Massachusetts took a net of $4.2 Billion in adjusted gross income with them in 2023, one of the largest totals in the country, after a tax on millionaires took...... curate your inputs, curate your outputs.",ALPHA1773994656,@drifthour,PENDING_REVIEW,2026-03-21
"residents exiting Massachusetts took a net of $4.2 Billion in adjusted gross income with them in 2023, one of the largest totals in the country, after a tax on millionaires took.... there's beauty in the process.",ALPHA1773994656,@drifthour,PENDING_REVIEW,2026-03-21
"the aesthetic of doing the work quietly... residents exiting Massachusetts took a net of $4.2 Billion in adjusted gross income with them in 2023, one of the largest totals in the country, after a tax on millionaires took....",ALPHA1773994656,@drifthour,PENDING_REVIEW,2026-03-21
"found something worth sharing... residents exiting Massachusetts took a net of $4.2 Billion in adjusted gross income with them in 2023, one of the largest totals in the country, after a tax on millionaires took....",ALPHA1773994656,@drifthour,PENDING_REVIEW,2026-03-21
"super Micro $SMCI stock is down by almost 30% so far today... curate your inputs, curate your outputs.",ALPHA1773994658,@drifthour,PENDING_REVIEW,2026-03-21
found something worth sharing... super Micro $SMCI stock is down by almost 30% so far today.,ALPHA1773994658,@drifthour,PENDING_REVIEW,2026-03-21
super Micro $SMCI stock is down by almost 30% so far today... let that sit for a moment.,ALPHA1773994658,@drifthour,PENDING_REVIEW,2026-03-21
super Micro $SMCI stock is down by almost 30% so far today. there's beauty in the process.,ALPHA1773994658,@drifthour,PENDING_REVIEW,2026-03-21
late night session... super Micro $SMCI stock is down by almost 30% so far today. the vibe is right.,ALPHA1773994658,@drifthour,PENDING_REVIEW,2026-03-21
late night session... @AnthropicAI just made Claude Code remote-controlled. Meet Channels.. the vibe is right.,ALPHA1773994660,@drifthour,PENDING_REVIEW,2026-03-21
@AnthropicAI just made Claude Code remote-controlled. Meet Channels.. there's beauty in the process.,ALPHA1773994660,@drifthour,PENDING_REVIEW,2026-03-21
found something worth sharing... @AnthropicAI just made Claude Code remote-controlled. Meet Channels..,ALPHA1773994660,@drifthour,PENDING_REVIEW,2026-03-21
the drift... i've been waxing rhapsodic about the value of an AI writing style guide for long enough that it felt rude not to write up a guide on how to make one. So we did. Now on @every. trust the process.,ALPHA1773994666,@drifthour,PENDING_REVIEW,2026-03-21
late night session... i've been waxing rhapsodic about the value of an AI writing style guide for long enough that it felt rude not to write up a guide on how to make one. So we did. Now on @every. the vibe is right.,ALPHA1773994666,@drifthour,PENDING_REVIEW,2026-03-21
the aesthetic of doing the work quietly... i've been waxing rhapsodic about the value of an AI writing style guide for long enough that it felt rude not to write up a guide on how to make one. So we did. Now on @every.,ALPHA1773994666,@drifthour,PENDING_REVIEW,2026-03-21
i've been waxing rhapsodic about the value of an AI writing style guide for long enough that it felt rude not to write up a guide on how to make one. So we did. Now on @every. there's beauty in the process.,ALPHA1773994666,@drifthour,PENDING_REVIEW,2026-03-21
we just published the definitive guide to writing good prose with your AI read it on @every : https:// every.to/guides/ai-styl e-guide?source=post_button …... let that sit for a moment.,ALPHA1773994667,@drifthour,PENDING_REVIEW,2026-03-21
late night session... we just published the definitive guide to writing good prose with your AI read it on @every : https:// every.to/guides/ai-styl e-guide?source=post_button …. the vibe is right.,ALPHA1773994667,@drifthour,PENDING_REVIEW,2026-03-21
found something worth sharing... we just published the definitive guide to writing good prose with your AI read it on @every : https:// every.to/guides/ai-styl e-guide?source=post_button ….,ALPHA1773994667,@drifthour,PENDING_REVIEW,2026-03-21
we just published the definitive guide to writing good prose with your AI read it on @every : https:// every.to/guides/ai-styl e-guide?source=post_button …. there's beauty in the process.,ALPHA1773994667,@drifthour,PENDING_REVIEW,2026-03-21
the drift... we just published the definitive guide to writing good prose with your AI read it on @every : https:// every.to/guides/ai-styl e-guide?source=post_button …. trust the process.,ALPHA1773994667,@drifthour,PENDING_REVIEW,2026-03-21
late night session... big Bank Stocks Set To Gain As Capital Relief Thins Buffers. the vibe is right.,ALPHA1773994638,@drifthour,PENDING_REVIEW,2026-03-21
the drift... big Bank Stocks Set To Gain As Capital Relief Thins Buffers. trust the process.,ALPHA1773994638,@drifthour,PENDING_REVIEW,2026-03-21
found something worth sharing... big Bank Stocks Set To Gain As Capital Relief Thins Buffers.,ALPHA1773994638,@drifthour,PENDING_REVIEW,2026-03-21
big Bank Stocks Set To Gain As Capital Relief Thins Buffers... let that sit for a moment.,ALPHA1773994638,@drifthour,PENDING_REVIEW,2026-03-21
"big Bank Stocks Set To Gain As Capital Relief Thins Buffers... curate your inputs, curate your outputs.",ALPHA1773994638,@drifthour,PENDING_REVIEW,2026-03-21
"traditional 'Safe-Havens' Are Failing: Goldman Hedge Fund Honcho On What To Do ""In The Face Of So Much Bad News""... curate your inputs, curate your outputs.",ALPHA1773994639,@drifthour,PENDING_REVIEW,2026-03-21
"the aesthetic of doing the work quietly... traditional 'Safe-Havens' Are Failing: Goldman Hedge Fund Honcho On What To Do ""In The Face Of So Much Bad News"".",ALPHA1773994639,@drifthour,PENDING_REVIEW,2026-03-21
"traditional 'Safe-Havens' Are Failing: Goldman Hedge Fund Honcho On What To Do ""In The Face Of So Much Bad News"". there's beauty in the process.",ALPHA1773994639,@drifthour,PENDING_REVIEW,2026-03-21
"oil Rises As Three More Warships, Thousands Of Marines Dispatched To Mideast; Trump Blasts 'Paper Tiger' NATO... curate your inputs, curate your outputs.",ALPHA1773994641,@drifthour,PENDING_REVIEW,2026-03-21
