tweet_text,source_alpha_id,account,status,created_date
geoDuels - I built a 100% free GeoGuessr clone in my mom's basement. serve others well and the resources come.,ALPHA1773994670,@selahmoments,PENDING_REVIEW,2026-03-21
the work of your hands matters. geoDuels - I built a 100% free GeoGuessr clone in my mom's basement. do it with excellence.,ALPHA1773994670,@selahmoments,PENDING_REVIEW,2026-03-21
stewardship means using every tool available. geoDuels - I built a 100% free GeoGuessr clone in my mom's basement.,ALPHA1773994670,@selahmoments,PENDING_REVIEW,2026-03-21
"CHUCK NORRIS DIES AT 86, FAMILY STATEMENT ON INSTAGRAM SAYS. create value for your community and the rest follows.",ALPHA1773994640,@selahmoments,PENDING_REVIEW,2026-03-21
"CHUCK NORRIS DIES AT 86, FAMILY STATEMENT ON INSTAGRAM SAYS. building with purpose, not just profit.",ALPHA1773994640,@selahmoments,PENDING_REVIEW,2026-03-21
"faith without works... CHUCK NORRIS DIES AT 86, FAMILY STATEMENT ON INSTAGRAM SAYS. put the effort in.",ALPHA1773994640,@selahmoments,PENDING_REVIEW,2026-03-21
"canadian Core Retail Sales MoM Actual 0.8% (Forecast 1.2%, Previous 0.1%). building with purpose, not just profit.",ALPHA1773994652,@selahmoments,PENDING_REVIEW,2026-03-21
"faith without works... canadian Core Retail Sales MoM Actual 0.8% (Forecast 1.2%, Previous 0.1%). put the effort in.",ALPHA1773994652,@selahmoments,PENDING_REVIEW,2026-03-21
"provision comes in unexpected forms. canadian Core Retail Sales MoM Actual 0.8% (Forecast 1.2%, Previous 0.1%).",ALPHA1773994652,@selahmoments,PENDING_REVIEW,2026-03-21
"canadian Core Retail Sales MoM Actual 0.8% (Forecast 1.2%, Previous 0.1%). serve others well and the resources come.",ALPHA1773994652,@selahmoments,PENDING_REVIEW,2026-03-21
"canadian Retail Sales MoM Actual 1.1% (Forecast 1.5%, Previous -0.4%). building with purpose, not just profit.",ALPHA1773994653,@selahmoments,PENDING_REVIEW,2026-03-21
"stewardship means using every tool available. canadian Retail Sales MoM Actual 1.1% (Forecast 1.5%, Previous -0.4%).",ALPHA1773994653,@selahmoments,PENDING_REVIEW,2026-03-21
"provision comes in unexpected forms. canadian Retail Sales MoM Actual 1.1% (Forecast 1.5%, Previous -0.4%).",ALPHA1773994653,@selahmoments,PENDING_REVIEW,2026-03-21
"canadian Retail Sales MoM Actual 1.1% (Forecast 1.5%, Previous -0.4%). create value for your community and the rest follows.",ALPHA1773994653,@selahmoments,PENDING_REVIEW,2026-03-21
"the work of your hands matters. canadian Retail Sales MoM Actual 1.1% (Forecast 1.5%, Previous -0.4%). do it with excellence.",ALPHA1773994653,@selahmoments,PENDING_REVIEW,2026-03-21
"stewardship means using every tool available. residents exiting Massachusetts took a net of $4.2 Billion in adjusted gross income with them in 2023, one of the largest totals in the country, after a tax on millionaires took....",ALPHA1773994656,@selahmoments,PENDING_REVIEW,2026-03-21
"residents exiting Massachusetts took a net of $4.2 Billion in adjusted gross income with them in 2023, one of the largest totals in the country, after a tax on millionaires took.... building with purpose, not just profit.",ALPHA1773994656,@selahmoments,PENDING_REVIEW,2026-03-21
"residents exiting Massachusetts took a net of $4.2 Billion in adjusted gross income with them in 2023, one of the largest totals in the country, after a tax on millionaires took.... serve others well and the resources come.",ALPHA1773994656,@selahmoments,PENDING_REVIEW,2026-03-21
"provision comes in unexpected forms. residents exiting Massachusetts took a net of $4.2 Billion in adjusted gross income with them in 2023, one of the largest totals in the country, after a tax on millionaires took....",ALPHA1773994656,@selahmoments,PENDING_REVIEW,2026-03-21
faith without works... super Micro $SMCI stock is down by almost 30% so far today. put the effort in.,ALPHA1773994658,@selahmoments,PENDING_REVIEW,2026-03-21
super Micro $SMCI stock is down by almost 30% so far today. serve others well and the resources come.,ALPHA1773994658,@selahmoments,PENDING_REVIEW,2026-03-21
super Micro $SMCI stock is down by almost 30% so far today. create value for your community and the rest follows.,ALPHA1773994658,@selahmoments,PENDING_REVIEW,2026-03-21
provision comes in unexpected forms. super Micro $SMCI stock is down by almost 30% so far today.,ALPHA1773994658,@selahmoments,PENDING_REVIEW,2026-03-21
"super Micro $SMCI stock is down by almost 30% so far today. building with purpose, not just profit.",ALPHA1773994658,@selahmoments,PENDING_REVIEW,2026-03-21
"@AnthropicAI just made Claude Code remote-controlled. Meet Channels.. building with purpose, not just profit.",ALPHA1773994660,@selahmoments,PENDING_REVIEW,2026-03-21
@AnthropicAI just made Claude Code remote-controlled. Meet Channels.. serve others well and the resources come.,ALPHA1773994660,@selahmoments,PENDING_REVIEW,2026-03-21
the work of your hands matters. @AnthropicAI just made Claude Code remote-controlled. Meet Channels.. do it with excellence.,ALPHA1773994660,@selahmoments,PENDING_REVIEW,2026-03-21
"i've been waxing rhapsodic about the value of an AI writing style guide for long enough that it felt rude not to write up a guide on how to make one. So we did. Now on @every. building with purpose, not just profit.",ALPHA1773994666,@selahmoments,PENDING_REVIEW,2026-03-21
i've been waxing rhapsodic about the value of an AI writing style guide for long enough that it felt rude not to write up a guide on how to make one. So we did. Now on @every. create value for your community and the rest follows.,ALPHA1773994666,@selahmoments,PENDING_REVIEW,2026-03-21
i've been waxing rhapsodic about the value of an AI writing style guide for long enough that it felt rude not to write up a guide on how to make one. So we did. Now on @every. serve others well and the resources come.,ALPHA1773994666,@selahmoments,PENDING_REVIEW,2026-03-21
stewardship means using every tool available. i've been waxing rhapsodic about the value of an AI writing style guide for long enough that it felt rude not to write up a guide on how to make one. So we did. Now on @every.,ALPHA1773994666,@selahmoments,PENDING_REVIEW,2026-03-21
faith without works... i've been waxing rhapsodic about the value of an AI writing style guide for long enough that it felt rude not to write up a guide on how to make one. So we did. Now on @every. put the effort in.,ALPHA1773994666,@selahmoments,PENDING_REVIEW,2026-03-21
stewardship means using every tool available. we just published the definitive guide to writing good prose with your AI read it on @every : https:// every.to/guides/ai-styl e-guide?source=post_button ….,ALPHA1773994667,@selahmoments,PENDING_REVIEW,2026-03-21
