id,timestamp,source,category,signal,confidence,edge_pct,url,acted
SIG0001,2026-03-05T07:57:41Z,polymarket,sports,"LOPSIDED NO=1.00 vol24h=$24,812,682 | Will the Indiana Pacers win the 2026 NBA Finals?",60,0.1,https://polymarket.com/event/will-the-indiana-pacers-win-the-2026-nba-finals,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,sports,"VOLUME SPIKE vol/liq=54.8x vol24h=$24,812,682 | Will the Indiana Pacers win the 2026 NBA Finals?",70,538.1,https://polymarket.com/event/will-the-indiana-pacers-win-the-2026-nba-finals,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"LOPSIDED YES=1.00 vol24h=$4,567,421 | US strikes Iraq by February 28?",60,0.1,https://polymarket.com/event/us-strikes-iraq-by-february-28,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,ai,"VOLUME SPIKE vol/liq=11.0x vol24h=$2,918,393 | Will Iran close the Strait of Hormuz by March 31?",70,100.0,https://polymarket.com/event/will-iran-close-the-strait-of-hormuz-by-march-31,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"LOPSIDED YES=0.99 vol24h=$1,977,563 | Will there be no change in Fed interest rates after the March 2026 meeting?",60,1.2,https://polymarket.com/event/will-there-be-no-change-in-fed-interest-rates-after-the-march-2026-meeting,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"LOPSIDED NO=1.00 vol24h=$1,889,643 | Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?",60,0.4,https://polymarket.com/event/will-the-fed-decrease-interest-rates-by-50-bps-after-the-march-2026-meeting,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"LOPSIDED NO=1.00 vol24h=$1,578,993 | Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?",60,0.4,https://polymarket.com/event/will-the-fed-increase-interest-rates-by-25-bps-after-the-march-2026-meeting,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,politics,"LOPSIDED YES=1.00 vol24h=$1,446,946 | Will Trump say ""Waste"" this week? (March 1)",60,0.1,https://polymarket.com/event/will-trump-say-waste-this-week-march-1,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,politics,"VOLUME SPIKE vol/liq=19.0x vol24h=$1,387,672 | Will Ken Paxton win the 2026 Texas Republican Primary?",70,180.4,https://polymarket.com/event/will-ken-paxton-win-the-2026-republican-primary,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"VOLUME SPIKE vol/liq=14.3x vol24h=$1,262,125 | Will Mojtaba Khamenei be the next Supreme Leader of Iran?",70,133.2,https://polymarket.com/event/will-mojtaba-khamenei-be-the-next-supreme-leader-of-iran-573,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"LOPSIDED NO=0.99 vol24h=$1,175,652 | US x Iran ceasefire by March 6?",60,0.9,https://polymarket.com/event/us-x-iran-ceasefire-by-march-6,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"LOPSIDED NO=0.99 vol24h=$1,123,921 | Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?",60,0.5,https://polymarket.com/event/will-the-fed-decrease-interest-rates-by-25-bps-after-the-march-2026-meeting,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"LOPSIDED YES=1.00 vol24h=$1,106,570 | Will the US strike 3 countries in February 2026?",60,0.1,https://polymarket.com/event/will-the-us-strike-3-countries-in-february-2026,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,crypto,"LOPSIDED NO=1.00 vol24h=$1,024,546 | Will Bitcoin reach $150,000 in March?",60,0.4,https://polymarket.com/event/will-bitcoin-reach-150k-in-march-2026,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,sports,"LOPSIDED NO=1.00 vol24h=$1,021,716 | Will South Africa win the 2026 FIFA World Cup?",60,0.2,https://polymarket.com/event/will-south-africa-win-the-2026-fifa-world-cup,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,sports,"LOPSIDED NO=1.00 vol24h=$890,588 | Will Paraguay win the 2026 FIFA World Cup?",60,0.4,https://polymarket.com/event/will-paraguay-win-the-2026-fifa-world-cup-967,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,sports,"LOPSIDED NO=0.99 vol24h=$843,762 | Will Austria win the 2026 FIFA World Cup?",60,0.5,https://polymarket.com/event/will-austria-win-the-2026-fifa-world-cup,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,sports,"LOPSIDED NO=0.99 vol24h=$753,790 | Will South Korea win the 2026 FIFA World Cup?",60,0.7,https://polymarket.com/event/will-south-korea-win-the-2026-fifa-world-cup-485,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,sports,"LOPSIDED NO=1.00 vol24h=$705,451 | Will Algeria win the 2026 FIFA World Cup?",60,0.2,https://polymarket.com/event/will-algeria-win-the-2026-fifa-world-cup,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,sports,"LOPSIDED NO=0.98 vol24h=$702,375 | Will Belgium win the 2026 FIFA World Cup?",60,1.7,https://polymarket.com/event/will-belgium-win-the-2026-fifa-world-cup-358,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,ai,"LOPSIDED YES=1.00 vol24h=$682,811 | GPT-5.3 released by March 8, 2026?",60,0.1,https://polymarket.com/event/gpt-5pt3-released-by-march-8-2026,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"VOLUME SPIKE vol/liq=5.1x vol24h=$671,921 | US x Iran ceasefire by March 15?",70,41.5,https://polymarket.com/event/us-x-iran-ceasefire-by-march-15,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,sports,"LOPSIDED NO=1.00 vol24h=$648,576 | Will Ivory Coast win the 2026 FIFA World Cup?",60,0.4,https://polymarket.com/event/will-ivory-coast-win-the-2026-fifa-world-cup,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,sports,"LOPSIDED NO=0.99 vol24h=$611,568 | Will Senegal win the 2026 FIFA World Cup?",60,0.8,https://polymarket.com/event/will-senegal-win-the-2026-fifa-world-cup,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,sports,"VOLUME SPIKE vol/liq=2.3x vol24h=$611,568 | Will Senegal win the 2026 FIFA World Cup?",70,13.5,https://polymarket.com/event/will-senegal-win-the-2026-fifa-world-cup,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,politics,"LOPSIDED NO=0.99 vol24h=$596,891 | Will Vivek Ramaswamy win the 2028 US Presidential Election?",60,1.4,https://polymarket.com/event/will-vivek-ramaswamy-win-the-2028-us-presidential-election,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,politics,"LOPSIDED NO=0.98 vol24h=$595,797 | Will Andy Beshear win the 2028 US Presidential Election?",60,1.6,https://polymarket.com/event/will-andy-beshear-win-the-2028-us-presidential-election,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"VOLUME SPIKE vol/liq=5.9x vol24h=$577,242 | Will the Colorado Avalanche win the 2026 NHL Stanley Cup?",70,49.1,https://polymarket.com/event/will-the-colorado-avalanche-win-the-2026-nhl-stanley-cup,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"LOPSIDED NO=0.98 vol24h=$546,769 | Will Tottenham win the 2025–26 Champions League?",60,1.7,https://polymarket.com/event/will-tottenham-win-the-202526-champions-league,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,crypto,"VOLUME SPIKE vol/liq=5.9x vol24h=$541,624 | Will Ethereum reach $2,200 in March?",70,48.8,https://polymarket.com/event/will-ethereum-reach-2200-in-march-2026,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,sports,"LOPSIDED NO=1.00 vol24h=$533,984 | Will Scotland win the 2026 FIFA World Cup?",60,0.4,https://polymarket.com/event/will-scotland-win-the-2026-fifa-world-cup,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,politics,"LOPSIDED NO=1.00 vol24h=$525,703 | Will Phạm Minh Chính be the next President of Vietnam?",60,0.1,https://polymarket.com/event/will-phm-minh-chnh-be-the-next-president-of-vietnam,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,politics,"VOLUME SPIKE vol/liq=7.7x vol24h=$525,703 | Will Phạm Minh Chính be the next President of Vietnam?",70,66.5,https://polymarket.com/event/will-phm-minh-chnh-be-the-next-president-of-vietnam,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,tech,"VOLUME SPIKE vol/liq=5.9x vol24h=$518,931 | Will Israel launch a major ground offensive in Lebanon by March 31?",70,48.5,https://polymarket.com/event/will-israel-launch-a-major-ground-offensive-in-lebanon-by-march-31,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"LOPSIDED NO=0.98 vol24h=$509,877 | Will Shane Lowry win the 2026 Masters tournament?",60,1.8,https://polymarket.com/event/will-shane-lowry-win-the-2026-masters-tournament,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"VOLUME SPIKE vol/liq=110.7x vol24h=$509,877 | Will Shane Lowry win the 2026 Masters tournament?",70,1096.6,https://polymarket.com/event/will-shane-lowry-win-the-2026-masters-tournament,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"LOPSIDED NO=0.96 vol24h=$508,709 | Will Jesus Christ return before 2027?",60,3.8,https://polymarket.com/event/will-jesus-christ-return-before-2027,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,politics,"LOPSIDED NO=0.98 vol24h=$494,674 | Will Wes Moore win the 2028 Democratic presidential nomination?",60,1.5,https://polymarket.com/event/will-wes-moore-win-the-2028-democratic-presidential-nomination-714,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"VOLUME SPIKE vol/liq=3.5x vol24h=$486,261 | US x Iran ceasefire by March 31?",70,25.1,https://polymarket.com/event/us-x-iran-ceasefire-by-march-31,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,sports,"LOPSIDED NO=0.99 vol24h=$485,053 | Will Mexico win the 2026 FIFA World Cup?",60,1.1,https://polymarket.com/event/will-mexico-win-the-2026-fifa-world-cup-529,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"LOPSIDED NO=0.97 vol24h=$482,277 | GTA VI released before June 2026?",60,3.0,https://polymarket.com/event/gta-vi-released-before-june-2026,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"VOLUME SPIKE vol/liq=26.1x vol24h=$482,277 | GTA VI released before June 2026?",70,251.1,https://polymarket.com/event/gta-vi-released-before-june-2026,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,politics,"LOPSIDED NO=0.94 vol24h=$481,821 | Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?",60,5.5,https://polymarket.com/event/will-alexandria-ocasio-cortez-win-the-2028-us-presidential-election,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,politics,"VOLUME SPIKE vol/liq=10.3x vol24h=$478,327 | Will John Cornyn win the 2026 Texas Republican Primary?",70,93.3,https://polymarket.com/event/will-john-cornyn-win-the-2026-republican-primary,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"LOPSIDED NO=1.00 vol24h=$473,514 | Will Elon Musk post 120-139 tweets from February 27 to March 6, 2026?",60,0.2,https://polymarket.com/event/elon-musk-of-tweets-february-27-march-6-120-139,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"VOLUME SPIKE vol/liq=3.6x vol24h=$473,514 | Will Elon Musk post 120-139 tweets from February 27 to March 6, 2026?",70,26.2,https://polymarket.com/event/elon-musk-of-tweets-february-27-march-6-120-139,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,politics,"LOPSIDED NO=0.98 vol24h=$462,637 | Will James Talarico win the 2028 Democratic presidential nomination?",60,2.2,https://polymarket.com/event/will-james-talarico-win-the-2028-democratic-presidential-nomination,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,politics,"LOPSIDED NO=0.98 vol24h=$457,645 | Will J.B. Pritzker win the 2028 Democratic presidential nomination?",60,1.9,https://polymarket.com/event/will-jb-pritzker-win-the-2028-democratic-presidential-nomination-288,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,politics,"LOPSIDED NO=0.99 vol24h=$455,505 | Will Rahm Emanuel win the 2028 Democratic presidential nomination?",60,1.1,https://polymarket.com/event/will-rahm-emanuel-win-the-2028-democratic-presidential-nomination-299,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"LOPSIDED NO=0.96 vol24h=$451,269 | Will Reza Pahlavi enter Iran by March 31?",60,3.8,https://polymarket.com/event/will-reza-pahlavi-enter-iran-by-march-31-282,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,other,"VOLUME SPIKE vol/liq=2.3x vol24h=$451,269 | Will Reza Pahlavi enter Iran by March 31?",70,13.5,https://polymarket.com/event/will-reza-pahlavi-enter-iran-by-march-31-282,NO
SIG0001,2026-03-05T07:57:41Z,polymarket,politics,"LOPSIDED NO=0.97 vol24h=$437,696 | Will Pete Buttigieg win the 2028 Democratic presidential nomination?",60,3.5,https://polymarket.com/event/will-pete-buttigieg-win-the-2028-democratic-presidential-nomination-687,NO
