# New Alpha Batch - 10 Twitter Accounts (WebSearch) - 2026-02-03
# Accounts: @TimSweeneyEpic, @DrPufferfish, @AlexHormozi, @MrBeast, @LinusTech, @MKBHD
# Note: @demirdjiantwins, @jacobrodri_, @TheRealNatek, @The_Cass_Daily - No specific business content found via WebSearch
# Append starting from last ALPHA_ID + 1 in ALPHA_STAGING.csv

ALPHA_ID,source,source_url,category,tactic,roi_potential,priority,status,applicable_methods,applicable_niches,synergy_score,reviewer_notes,quality_issues,engagement_authenticity,earnings_verified,extracted_method,compliance_notes,date_added
PLACEHOLDER1,@TimSweeneyEpic (WebSearch),https://x.com/TimSweeneyEpic/status/1917973199309987970,PLATFORM_ARB,"Epic Games Store 0% fee on first $1M per game per year (vs 15% Apple). 12% after threshold. EGS Webshops launching for out-of-app purchases - bypasses 30% app store tax entirely",HIGHEST,IMMEDIATE,PENDING_REVIEW,"MM001_APP_FACTORY,MM092_WEB_TO_APP_FUNNEL",ALL,98,"Game-changing for app monetization. Web payments bypass 30% store tax. Epic spent $1B+ fighting Apple/Google.",AUTHENTIC,TRUE,"Use Epic Games Store for games OR build web payment flows to bypass app store fees. 0% on first $1M.",,2026-02-03
PLACEHOLDER2,@TimSweeneyEpic (WebSearch),https://pocketgamer.biz/tim-sweeney-revenue-gatekeepers/,MONETIZATION,"Tim Sweeney: Revenue shifting away from gatekeepers. Flat fees tied to real services vs percentage-based revenue share. Courts may ban revenue-based app fees.",HIGH,SOON,PENDING_REVIEW,"MM001_APP_FACTORY,MM092_WEB_TO_APP_FUNNEL",ALL,90,"Strategic insight on app monetization future. Build for web-first payments now.",AUTHENTIC,TRUE,"Position for web-to-app funnels now. Regulatory tailwinds coming.",,2026-02-03
PLACEHOLDER3,@DrPufferfish (WebSearch),https://phemex.com/news/article/polymarket-trader-drpufferfish-achieves-8082-win-rate-50947,ALGO_TRADING,"DrPufferfish Polymarket: 490 predictions - 396 wins - 80.82% win rate - $2.59M total profits. Elite prediction market trader.",HIGHEST,IMMEDIATE,PENDING_REVIEW,"MM030_ALGO_TRADING,MM053_SPORTS_BETTING_AFFILIATE",N003_tech,95,"Polymarket systematic edge. Only 0.51% wallets profit >$1K. Domain expertise = alpha.",SUSPICIOUS,TRUE,"Prediction market specialization. Domain expertise creates edge. 80%+ win rate possible.",,2026-02-03
PLACEHOLDER4,Polymarket Intel (WebSearch),https://www.chaincatcher.com/en/article/2233047,ALGO_TRADING,"Polymarket 2025: 95M transactions - $21.5B volume - 6 strategies: info arb + cross-platform arb + high-prob bonds + LP + domain specialization + speed trading",HIGHEST,IMMEDIATE,PENDING_REVIEW,"MM030_ALGO_TRADING,MM053_SPORTS_BETTING_AFFILIATE",N003_tech,92,"Six validated Polymarket strategies. Cross-platform arb and domain specialization most accessible.",AUTHENTIC,TRUE,"Start with domain specialization. Graduate to cross-platform arbitrage.",,2026-02-03
PLACEHOLDER5,@AlexHormozi (WebSearch),https://dougfbooks.com/writing/marketing/alex-hormozi-100m/,MONETIZATION,"Hormozi $100M Money Models: 2.9M copies in 9.5 hours - $87M in 24 hours - Guinness Record. Pre-launch profitable: $7M pre-sales from $4M ad spend.",HIGHEST,IMMEDIATE,PENDING_REVIEW,"MM002_INFO_PRODUCTS,MM006_CONTENT_FARM",ALL,98,"Book launch playbook: $4M ads -> $7M pre-sales BEFORE launch. Test hundreds of ad iterations. 20K leads/day.",AUTHENTIC,TRUE,"Book launch = lead gen. Test ad creative obsessively. Pre-launch profitable before actual launch.",,2026-02-03
PLACEHOLDER6,@AlexHormozi (WebSearch),https://www.acquisition.com/just-crush-one,MONETIZATION,"Acquisition.com: $250M+ annual revenue - 16 companies - Takes 20-30% equity in $3-100M ARR businesses. $35K workshops. Books 1M+ copies.",HIGH,SOON,PENDING_REVIEW,"MM002_INFO_PRODUCTS,MM004_SAAS,MM051_AI_AUTOMATION_AGENCY",ALL,90,"Hormozi flywheel: Free content -> Books -> Workshops high-ticket -> Equity deals.",AUTHENTIC,TRUE,"Authority content -> Lead magnet books -> High-ticket workshop -> Equity deals.",,2026-02-03
PLACEHOLDER7,@MrBeast (WebSearch),https://www.fundmates.com/blog/how-mrbeast-turned-youtube-fame-into-a-billion-dollar-business-empire,CONTENT_FARM,"MrBeast reinvestment: 95-98% earnings back into content. <$1M personal despite $600-700M annual. $3-4M per video. $250M content spend 2025.",HIGHEST,IMMEDIATE,PENDING_REVIEW,"MM006_CONTENT_FARM,MM029_FACELESS_YOUTUBE",ALL,95,"Reinvestment flywheel: Higher budgets -> Better production -> More views -> Higher revenue -> Bigger budgets.",AUTHENTIC,TRUE,"Reinvest 95%+ of content revenue into better content. Quality compounds.",,2026-02-03
PLACEHOLDER8,@MrBeast (WebSearch),https://arthnova.com/mrbeast-feastables-walmart/,MONETIZATION,"Feastables outearned YouTube 2024: $250M sales - $20M profit. YouTube + Beast Games lost $80M. Physical product profit > content losses.",HIGH,IMMEDIATE,PENDING_REVIEW,"MM001_APP_FACTORY,MM006_CONTENT_FARM,MM068_SUBSCRIPTION_BOX",ALL,92,"Content as loss leader. Feastables profitable while content loses money. Build audience - monetize with products.",AUTHENTIC,TRUE,"YouTube = customer acquisition. Physical products = profit center.",,2026-02-03
PLACEHOLDER9,@MrBeast (WebSearch),https://kartikahuja.com/how-much-does-mrbeast-make-per-video/,MONETIZATION,"MrBeast sponsorships: $2.5-3M per brand mention. Videos generate $500K-$1M each. 400M subs - first creator to milestone.",HIGHEST,IMMEDIATE,PENDING_REVIEW,"MM006_CONTENT_FARM,MM029_FACELESS_YOUTUBE",ALL,90,"Scale = pricing power. 400M subs = $3M/mention. Production $3-4M - revenue $3-4M - profit in ancillary.",AUTHENTIC,TRUE,"At scale sponsors pay $2.5-3M/mention. Build audience first.",,2026-02-03
PLACEHOLDER10,@LinusTech (WebSearch),https://outofthe925.com/linus-tech-tips-net-worth/,CONTENT_FARM,"LMG: $100-120M net worth - $4.86M/month - 120 employees - Turned down $100M buyout. Merch 55%. YouTube ads only 10%. Floatplane.",HIGHEST,IMMEDIATE,PENDING_REVIEW,"MM006_CONTENT_FARM,MM029_FACELESS_YOUTUBE",N003_tech,95,"Diversification: Merch 55% + Sponsors 25% + YouTube 10% + Floatplane. Build owned platforms.",AUTHENTIC,TRUE,"Merch > ads. Build owned platform (Floatplane). $100M buyout rejected.",,2026-02-03
PLACEHOLDER11,@LinusTech (WebSearch),https://www.threads.com/@dexerto/post/DR5yDtjE2oj,MONETIZATION,"LTT breakdown: Products 55% + Sponsors ~25% + AdSense ~10% + Floatplane ~10%. YouTube ads MINORITY despite 16M+ subs.",HIGH,IMMEDIATE,PENDING_REVIEW,"MM006_CONTENT_FARM,MM029_FACELESS_YOUTUBE",N003_tech,90,"Don't build for AdSense alone. At 16M subs - ads only 10%. Merch/sponsors real money.",AUTHENTIC,TRUE,"Product-first monetization. YouTube = distribution. Merch/sponsors = revenue.",,2026-02-03
PLACEHOLDER12,@MKBHD (WebSearch),https://techcrunch.com/2025/12/01/mkbhds-wallpaper-app-panels-is-shutting-down/,APP_FACTORY,"MKBHD Panels FAILURE: $12/mo for wallpapers - shutdown after 15 months. 20M subs didn't convert. Saturated niche + wrong pricing.",MEDIUM,BACKLOG,PENDING_REVIEW,MM001_APP_FACTORY,N003_tech,85,"FAILURE STUDY: 20M subs can't save bad PMF. Wallpapers = commodity. $12/mo = Netflix pricing for backgrounds.",AUTHENTIC,TRUE,"Don't assume audience = customers. Pricing must match category. Subscription fatigue.",,2026-02-03
